Length,Digits,Entropy,Risky_TLD,IP_Usage,Subdomains,Hyphens,Keywords,DNS_Rec,Domain_Age,Expiry,Has_Form,Pass_Field,IFrame,Link_Ratio,HTTP_Code,SSL_Risk,label
34,4,4.076741430173861,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
26,0,3.95006375643621,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
37,7,4.347985717495782,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,3.890747968339605,0,0,2,0,1,1,-1,300,0,0,0,0.1,0,0,1
179,63,5.001473672592801,0,0,1,1,1,1,-1,300,0,0,0,0.1,0,0,1
25,0,3.5630741894285696,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
21,1,3.880179922675738,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,0,3.847742678581274,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
60,0,4.317586488336998,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
102,25,4.772545871587553,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,3.981296944943375,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
51,9,4.584504882062397,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
104,0,4.352151312450936,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,0,3.9751767772172624,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
62,9,4.621467431627348,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
32,0,3.9056390622295662,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
49,1,4.074221202169004,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
43,0,4.283952766823871,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
17,3,3.6168746059562222,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,8,3.9933070271186506,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
51,0,4.200687106168327,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
237,29,5.733000102092684,0,0,3,3,0,1,-1,300,0,0,0,0.1,0,0,1
61,7,4.569498609043913,0,0,1,3,0,1,-1,300,0,0,0,0.1,0,0,0
33,7,3.911543271320449,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
295,41,5.849585932176992,0,0,5,4,0,1,-1,300,0,0,0,0.1,0,0,1
26,0,3.8150724101159432,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,3.769903616086356,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
46,4,4.276081999855836,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
44,9,4.362507470762515,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
68,3,4.294998555231633,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.116868585642403,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
57,3,4.244375322165016,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
49,2,4.295746773031725,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
194,9,5.069042941189527,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
73,5,4.53295182736562,0,0,1,3,0,1,-1,300,0,0,0,0.1,0,0,0
55,4,4.295021423309125,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
87,7,4.489547773317211,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
29,0,3.715932185515029,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
35,0,3.8045822176135298,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
31,0,3.8975870361235376,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
111,1,4.8165060178872405,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
40,0,3.877567157116929,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
35,0,3.932874360347046,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
179,57,4.953934363241151,0,0,1,1,1,1,-1,300,0,0,0,0.1,0,0,1
48,0,3.92696648144045,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
25,10,3.733660689688186,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
73,0,4.442360347200042,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
29,0,3.788341339656749,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
88,7,4.507378995638872,0,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,0
20,0,3.408694969562842,1,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
49,0,4.08877311078527,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,4.357075175138721,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
40,3,4.158694969562842,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,1
40,0,4.027567157116929,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
53,0,4.151962201066398,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,3.8918519463822396,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
38,13,4.13569955274647,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
77,0,4.306164632763369,0,0,1,2,1,1,-1,300,0,0,0,0.1,0,0,1
51,3,4.922137841844233,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
74,7,4.639791501866502,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
99,9,4.499145065051843,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
48,3,4.101227480952956,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
92,20,4.96749113544754,0,0,3,1,0,1,-1,300,0,0,0,0.1,0,0,1
50,8,4.18146788019945,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
89,4,4.472171284987263,0,0,5,0,1,1,-1,300,0,0,0,0.1,0,0,1
54,3,4.232424550153013,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
29,10,4.142295219190901,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
36,6,4.3264658909811935,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
120,13,5.069466175746853,0,0,1,1,1,1,-1,300,0,0,0,0.1,0,0,1
34,0,3.854634989459351,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
52,0,4.199687794731328,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
82,17,4.800860047401687,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
36,0,4.0724312513221195,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,0,3.984234164652489,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
51,0,4.053889313658078,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,4.1162646156680225,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
31,6,4.309035020064295,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
63,4,4.598012415728788,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
54,0,4.213065632419369,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
33,1,3.8471282101364257,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
28,0,3.5261298155959175,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
103,16,4.636038240645556,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
249,66,5.045891617389758,0,0,2,3,0,1,-1,300,0,0,0,0.1,0,0,1
84,15,4.762163220315798,0,1,4,1,0,1,-1,300,0,0,0,0.1,0,0,1
38,4,4.271100790318224,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
32,1,3.9056390622295662,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,0,3.7483286603655745,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,0,4.263342488271851,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
63,4,4.552288851899641,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
38,0,4.083067973799102,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
117,6,4.4683288039308255,0,0,0,11,0,1,-1,300,0,0,0,0.1,0,0,0
35,0,3.8785848023501854,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
35,0,3.8972997175517166,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
40,0,4.018453957701922,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
36,3,4.2527152789797045,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
102,2,4.648730278616076,0,0,5,1,1,1,-1,300,0,0,0,0.1,0,0,1
61,2,4.161092470315769,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
36,0,4.159799224314527,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
40,0,4.193942707918269,0,0,2,0,1,1,-1,300,0,0,0,0.1,0,0,1
36,0,4.078696876021638,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,4.091622411276601,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
28,0,3.9946803684089085,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
32,2,3.777518266288633,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
83,29,4.78110343895539,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
110,7,4.503091056732188,0,0,0,15,0,1,-1,300,0,0,0,0.1,0,0,0
24,0,3.7406015629507228,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
31,0,3.8975870361235376,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
50,0,4.241076880026372,0,0,2,2,0,1,-1,300,0,0,0,0.1,0,0,1
99,1,5.147436069772894,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
57,7,4.462030970525836,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
47,0,4.044084203599106,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,0,3.923231428797621,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
33,4,4.020926316000352,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
69,9,4.777387189648252,0,0,1,5,0,1,-1,300,0,0,0,0.1,0,0,0
33,0,4.104407755459852,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
58,0,4.197969358274229,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
29,3,4.254195650150781,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,1,4.026986833359287,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
97,18,4.704164682916281,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
35,0,3.9928705166358993,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
97,2,4.444007019206208,1,0,7,1,1,1,-1,300,0,0,0,0.1,0,0,1
27,0,3.9302703722934536,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,0,3.954247399692081,0,0,1,0,1,1,-1,300,0,0,0,0.1,0,0,1
106,22,5.290394073007113,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
31,0,3.9134007456613786,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.205757474531293,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
112,28,4.86544150346942,0,0,6,2,0,1,-1,300,0,0,0,0.1,0,0,1
96,22,4.73015551279898,0,0,3,2,0,1,-1,300,0,0,0,0.1,0,0,1
83,11,4.850118647849473,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
123,6,4.815003348779751,1,0,5,1,1,1,-1,300,0,0,0,0.1,0,0,1
30,0,3.6980685120588386,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
64,0,4.423937164990341,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
25,1,3.783465189601647,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
23,0,3.708132064658601,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
109,13,4.79869364758938,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
63,18,4.951419757101652,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
53,0,4.180012907066827,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
80,6,4.438897357994418,0,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,0
40,0,3.922573883611435,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
57,6,4.31919396262976,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
55,4,4.469742159207976,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.108767963940175,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,6,4.576617644908666,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
30,12,3.894739663055176,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
190,14,5.096833587099862,0,0,2,3,0,1,-1,300,0,0,0,0.1,0,0,1
45,0,4.285971707296555,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
83,23,4.793613154645945,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
94,0,4.235403220290558,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
69,0,4.251205936221341,0,0,3,1,1,1,-1,300,0,0,0,0.1,0,0,1
25,0,3.7532696895151085,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,3,4.330464394730848,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
56,0,4.374518654958899,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
47,0,4.035778681778613,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
66,12,4.917066422481059,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
722,190,5.598242754847752,0,0,6,7,0,1,-1,300,0,0,0,0.1,0,0,1
36,1,4.273684376262024,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
25,0,3.813660689688186,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,0,4.160704752887783,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
30,0,4.056564762130955,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
36,0,4.329239931817579,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,3.9368917977572884,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
23,0,3.6753108689123635,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
49,1,4.37534135527438,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
40,0,3.962814895472355,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
48,0,4.186641344913578,0,0,1,0,1,1,-1,300,0,0,0,0.1,0,0,1
70,0,4.661166503080562,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
99,9,4.865199435167369,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
30,0,3.7362434129830606,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
48,0,4.040400719733289,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
95,18,4.790122319310263,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
70,2,4.579233110316139,0,0,5,0,0,1,-1,300,0,0,0,0.1,0,0,1
79,0,4.033423198350632,0,0,0,6,0,1,-1,300,0,0,0,0.1,0,0,0
33,4,4.27137063437885,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
32,0,3.8514097655573916,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
19,8,3.286629486786196,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,10,4.1898860782540055,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
45,0,4.038873585546249,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
35,2,4.207435516759526,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
83,10,4.619343354083172,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
29,1,3.8404025467025056,1,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
56,0,4.226935395914427,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
97,1,5.019333075412372,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,1
48,5,4.361440501696145,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
54,4,4.573879400111295,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
85,8,4.43456493404553,0,0,0,11,0,1,-1,300,0,0,0,0.1,0,0,0
33,2,4.15896136333198,0,0,0,0,1,1,-1,300,0,0,0,0.1,0,0,1
55,0,4.119831022883675,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
106,13,4.80618599286456,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
26,10,3.5804621997271022,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
56,0,4.182467092420265,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
68,0,4.766161790780276,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
33,3,4.003044786734203,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
36,4,4.083274571476653,0,0,0,1,1,1,-1,300,0,0,0,0.1,0,0,1
51,0,4.160786441387166,0,0,1,0,1,1,-1,300,0,0,0,0.1,0,0,1
91,12,4.4435576908565855,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
57,0,4.411947585047356,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
29,0,3.8404025467025056,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
52,6,4.412098978531651,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
51,8,4.70411008735867,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
43,0,3.996405604577353,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
54,0,4.403151975132154,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,4.126950016748872,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
19,0,3.642149881636905,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,13,3.6572682296173893,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,2,4.405855662943599,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
50,0,4.086370130156181,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
53,0,3.9013166819127325,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
81,19,4.7233937929230345,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,1,4.371220189703328,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,0
101,0,4.35677116617878,0,0,3,1,1,1,-1,300,0,0,0,0.1,0,0,1
30,4,4.2817276788697365,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
39,0,3.7297346685274513,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,0,4.286275219617124,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
36,4,4.273684376262024,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,0,4.005483733078822,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
59,1,4.278487067767025,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
76,0,4.388290475452423,0,0,2,0,1,1,-1,300,0,0,0,0.1,0,0,1
26,1,4.071034795964159,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,3.9146892241642455,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
52,9,4.472584498295625,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
97,23,5.1261838792948495,0,0,5,1,0,1,-1,300,0,0,0,0.1,0,0,1
34,9,3.7267374734123866,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,3.935398667466763,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
60,0,4.064898830691495,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,1
42,0,4.111973672521205,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
90,28,4.98059455779251,0,0,3,1,1,1,-1,300,0,0,0,0.1,0,0,1
16,0,3.577819531114783,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
83,6,4.436559274845949,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
57,2,4.217888041387351,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
59,0,4.144857879650303,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,3,3.9788500812712257,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
84,0,4.060406752612435,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
39,0,3.938496449298638,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
44,10,4.451146891896382,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
50,0,4.12604988153611,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,1
59,0,4.174708202404074,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
136,46,4.8666451903146095,0,0,4,0,0,1,-1,300,0,0,0,0.1,0,0,1
45,0,4.524969207344632,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
47,0,4.128300289131736,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
33,2,4.248495255525412,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
110,2,4.606436584429841,1,0,6,1,1,1,-1,300,0,0,0,0.1,0,0,1
54,0,3.8312892988129645,0,0,1,3,0,1,-1,300,0,0,0,0.1,0,0,0
32,4,4.030639062229566,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
48,0,4.339661719245795,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
61,7,4.60297146117451,0,0,4,0,0,1,-1,300,0,0,0,0.1,0,0,1
38,3,4.629249223856035,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
58,0,4.177223349345434,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
70,13,4.742231817947811,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
95,23,4.715424130968583,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
80,6,4.709829508503262,0,0,4,1,0,1,-1,300,0,0,0,0.1,0,0,0
77,19,4.743406995939735,0,1,6,0,0,1,-1,300,0,0,0,0.1,0,0,1
35,0,3.9217212310452405,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,11,3.8404025467025056,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
35,0,3.95729587384057,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
46,0,4.281835532605627,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
95,16,4.69304837287308,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
60,32,4.448127471686345,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
49,0,4.229519987361591,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
58,0,4.370383151377677,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
31,7,4.128078875727623,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
52,0,4.1063271606491485,0,0,2,2,1,1,-1,300,0,0,0,0.1,0,0,1
32,2,4.390319531114783,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
129,31,5.061512337944864,0,0,2,1,1,1,-1,300,0,0,0,0.1,0,0,1
50,4,4.3353377504703134,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
29,0,3.7848977027564086,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
69,6,4.441342392435309,0,0,2,1,1,1,-1,300,0,0,0,0.1,0,0,1
80,4,4.677367001729385,0,0,5,0,0,1,-1,300,0,0,0,0.1,0,0,1
88,0,4.375633222418039,0,0,2,1,1,1,-1,300,0,0,0,0.1,0,0,1
45,0,3.9916358740112985,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
61,8,4.688956911958716,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
24,1,3.855388542207534,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
94,8,4.56361783825639,0,0,1,7,0,1,-1,300,0,0,0,0.1,0,0,0
38,1,4.45148902643068,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
84,13,4.470920441188296,0,0,2,2,0,1,-1,300,0,0,0,0.1,0,0,1
40,0,3.834183719779189,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
51,9,4.657240292739783,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
47,4,4.4404499585584825,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
198,66,4.933407798802943,0,0,1,2,1,1,-1,300,0,0,0,0.1,0,0,1
32,0,4.116729296672175,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
74,2,4.442316122784243,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,1
96,6,4.461811721514616,0,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,4.24818753009701,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
68,0,4.081631181859056,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,4.206717630483576,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
61,5,4.39086587212195,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
68,14,4.873796296941799,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
26,2,4.026986833359287,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
25,0,3.5932696895151084,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
104,14,4.785677575539229,0,0,6,1,1,1,-1,300,0,0,0,0.1,0,0,1
72,2,4.213909896764827,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
31,0,4.042433003725894,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
26,2,3.9021748142117283,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
45,0,4.427979696753515,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,0,4.043337052632603,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,0
50,0,4.189275070710713,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
74,10,4.64315163802173,0,0,0,5,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.374860596185443,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
61,0,4.690594050812976,0,0,3,1,0,1,-1,300,0,0,0,0.1,0,0,0
97,23,5.051491997873854,0,0,5,1,0,1,-1,300,0,0,0,0.1,0,0,1
24,0,3.501629167387823,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,0,3.886842188131012,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
40,1,4.2439427079182686,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,0,3.6133373140453076,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
82,20,4.61180273216966,0,0,0,6,0,1,-1,300,0,0,0,0.1,0,0,0
115,15,4.882320891694945,0,0,2,2,1,1,-1,300,0,0,0,0.1,0,0,1
33,7,4.051821770808045,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
104,15,5.316254651043002,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
